Language	FileName	Direction	Group
Irish	2176303463	VO	GROUP1
Irish	9473689637	VO	GROUP2
Irish	2994323834	VO	GROUP3
Irish	999781918	VO	GROUP4
Irish	6195122992	VO	GROUP1
Irish	1262201731	VO	GROUP2
Irish	2189901908	VO	GROUP3
Irish	7248715847	VO	GROUP4
Italian	9606114276	OV	GROUP1
Italian	8402267411	OV	GROUP2
Italian	911553149	OV	GROUP3
Italian	1605203152	OV	GROUP4
Italian	3185031035	OV	GROUP1
Italian	2158478159	OV	GROUP2
Italian	3713807910	OV	GROUP3
Italian	1044261734	OV	GROUP4
Italian	1239069177	OV	GROUP1
Italian	189889708	OV	GROUP2
Italian	8737054154	OV	GROUP3
Italian	4907163801	OV	GROUP4
Italian	7633747248	VO	GROUP1
Italian	2159801813	VO	GROUP2
Italian	9424731915	VO	GROUP3
Italian	9858186698	VO	GROUP4
Italian	847591789	VO	GROUP1
Italian	1145283527	VO	GROUP2
Italian	5313212627	VO	GROUP3
Italian	2705796116	VO	GROUP4
Italian	9363890371	VO	GROUP1
Italian	1068152483	VO	GROUP2
Italian	7676356370	VO	GROUP3
Italian	3331694372	VO	GROUP4
Italian	9251457876	VO	GROUP1
Japanese	1461148279	OV	GROUP1
Japanese	3208314050	OV	GROUP2
Japanese	8173520601	OV	GROUP3
Japanese	7214227584	OV	GROUP4
Japanese	2858962760	OV	GROUP1
Japanese	6063659499	OV	GROUP2
Japanese	6615716453	OV	GROUP3
Japanese	2365254073	OV	GROUP4
Japanese	8879667084	OV	GROUP1
Japanese	9193927684	OV	GROUP2
Japanese	8439402816	OV	GROUP3
Japanese	7639076918	OV	GROUP4
Japanese	1009595739	VO	GROUP1
Japanese	313937142	VO	GROUP2
Japanese	1283183948	VO	GROUP3
Japanese	1188143023	VO	GROUP4
Japanese	1068152990	VO	GROUP1
Japanese	5152625031	VO	GROUP2
Japanese	6673178128	VO	GROUP3
Japanese	3088536385	VO	GROUP4
Japanese	2095642367	VO	GROUP1
Japanese	2067345890	VO	GROUP2
Japanese	3429225363	VO	GROUP3
Japanese	1241281058	VO	GROUP4
Korean	1499199054	OV	GROUP1
Korean	8621284411	OV	GROUP2
Korean	9243768601	OV	GROUP3
Korean	3103565506	OV	GROUP4
Korean	6505521778	OV	GROUP1
Korean	4992077103	OV	GROUP2
Korean	3602806999	OV	GROUP3
Korean	7594850778	OV	GROUP4
Korean	7538096224	OV	GROUP1
Korean	9584137591	OV	GROUP2
Korean	939764232	OV	GROUP3
Korean	4858556654	OV	GROUP4
Korean	7169100329	VO	GROUP1
Korean	9582190605	VO	GROUP2
Korean	9355623957	VO	GROUP3
Korean	8609572867	VO	GROUP4
Korean	8034124534	VO	GROUP1
Korean	4995776196	VO	GROUP2
Korean	8121711353	VO	GROUP3
Korean	5533753756	VO	GROUP4
Korean	7193607338	VO	GROUP1
Korean	2944795873	VO	GROUP2
Korean	9541660327	VO	GROUP3
Korean	2724621042	VO	GROUP4
Korean	543184510	VO	GROUP1
Latin	821585655	OV	GROUP1
Latin	8298287341	OV	GROUP2
Latin	8078552324	OV	GROUP3
Latin	1528853115	OV	GROUP4
Latin	9577508682	OV	GROUP1
Latin	744025601	OV	GROUP2
Latin	7282489453	OV	GROUP3
Latin	4429085299	OV	GROUP4
Latin	8755117090	OV	GROUP1
Latin	2887451989	OV	GROUP2
Latin	5784962908	OV	GROUP3
Latin	1696082381	OV	GROUP4
Latin	2642906750	VO	GROUP1
Latin	1105443501	VO	GROUP2
Latin	2984520075	VO	GROUP3
Latin	1892835101	VO	GROUP4
Latin	6935517048	VO	GROUP1
Latin	9147526051	VO	GROUP2
Latin	9019187249	VO	GROUP3
Latin	6754888529	VO	GROUP4
Latin	5234583181	VO	GROUP1
Latin	4766918754	VO	GROUP2
Latin	7278378530	VO	GROUP3
Latin	1542884737	VO	GROUP4
Latvian	8390429393	OV	GROUP1
Latvian	9708684289	OV	GROUP2
Latvian	6855128177	OV	GROUP3
Latvian	3845175163	OV	GROUP4
Latvian	2831766463	OV	GROUP1
Latvian	869200836	OV	GROUP2
Latvian	9624874339	OV	GROUP3
Latvian	4460902927	OV	GROUP4
Latvian	7669348116	OV	GROUP1
Latvian	9342502206	OV	GROUP2
Latvian	3902501904	OV	GROUP3
Latvian	2609941047	OV	GROUP4
Latvian	2453933183	VO	GROUP1
Latvian	3585713646	VO	GROUP2
Latvian	5748753439	VO	GROUP3
Latvian	5246179795	VO	GROUP4
Latvian	828234708	VO	GROUP1
Latvian	8260671049	VO	GROUP2
Latvian	4473885534	VO	GROUP3
Latvian	1665009662	VO	GROUP4
Latvian	2089089217	VO	GROUP1
Latvian	3363923869	VO	GROUP2
Latvian	2403304834	VO	GROUP3
Latvian	9353576704	VO	GROUP4
Lithuanian	6341665332	OV	GROUP1
Lithuanian	3943961110	OV	GROUP2
Lithuanian	2051593345	OV	GROUP3
Lithuanian	7310249754	OV	GROUP4
Lithuanian	7657602354	OV	GROUP1
Lithuanian	8318192640	OV	GROUP2
Lithuanian	6343132952	OV	GROUP3
Lithuanian	1187756157	OV	GROUP4
Lithuanian	257509430	OV	GROUP1
Lithuanian	5633437093	OV	GROUP2
Lithuanian	2831804318	OV	GROUP3
Lithuanian	7149700232	OV	GROUP4
Lithuanian	4793638486	VO	GROUP1
Lithuanian	9875130895	VO	GROUP2
Lithuanian	5547476127	VO	GROUP3
Lithuanian	4143401014	VO	GROUP4
Lithuanian	4989277722	VO	GROUP1
Lithuanian	4556509089	VO	GROUP2
Lithuanian	4770962150	VO	GROUP3
Lithuanian	5160005496	VO	GROUP4
Lithuanian	3283024478	VO	GROUP1
Lithuanian	1711485519	VO	GROUP2
Lithuanian	5938709556	VO	GROUP3
Lithuanian	8806116285	VO	GROUP4
Marathi	5529731670	OV	GROUP1
Marathi	1414525351	OV	GROUP2
Marathi	6983409439	OV	GROUP3
Marathi	829206136	OV	GROUP4
Marathi	8097438185	OV	GROUP1
Marathi	8681623637	OV	GROUP2
Marathi	101766062	OV	GROUP3
Marathi	5658968522	OV	GROUP4
Marathi	257696452	OV	GROUP1
Marathi	2865151624	OV	GROUP2
Marathi	391558040	OV	GROUP3
Marathi	6443156255	OV	GROUP4
Marathi	6527573707	VO	GROUP1
Marathi	9038243873	VO	GROUP2
Marathi	3055571511	VO	GROUP3
Marathi	6450362268	VO	GROUP4
Marathi	743761786	VO	GROUP1
Marathi	5373802930	VO	GROUP2
Marathi	7527077331	VO	GROUP3
Marathi	576148333	VO	GROUP4
Marathi	4639519479	VO	GROUP1
Marathi	1273303150	VO	GROUP2
Marathi	3114572312	VO	GROUP3
Marathi	684035245	VO	GROUP4
Norwegian	4677267510	OV	GROUP1
Norwegian	5667161816	OV	GROUP2
Norwegian	4462321337	OV	GROUP3
Norwegian	2598680483	OV	GROUP4
Norwegian	9756188190	OV	GROUP1
Norwegian	7046681945	OV	GROUP2
Norwegian	4608785146	OV	GROUP3
Norwegian	1590479561	OV	GROUP4
Norwegian	5460575968	OV	GROUP1
Norwegian	7073571361	OV	GROUP2
Norwegian	6853357504	OV	GROUP3
Norwegian	9038239401	OV	GROUP4
Norwegian	1314436887	VO	GROUP1
Norwegian	2398806458	VO	GROUP2
Norwegian	3439621891	VO	GROUP3
Norwegian	2623706403	VO	GROUP4
Norwegian	5969325668	VO	GROUP1
Norwegian	652831863	VO	GROUP2
Norwegian	9079249691	VO	GROUP3
Norwegian	6682403629	VO	GROUP4
Norwegian	4098986604	VO	GROUP1
Norwegian	6706419946	VO	GROUP2
Norwegian	1843054578	VO	GROUP3
Norwegian	2140240605	VO	GROUP4
Old_Church_Slavonic	1195163510	OV	GROUP1
Old_Church_Slavonic	8335099566	OV	GROUP2
Old_Church_Slavonic	6736376940	OV	GROUP3
Old_Church_Slavonic	9206555225	OV	GROUP4
Old_Church_Slavonic	378062582	OV	GROUP1
Old_Church_Slavonic	6365184171	OV	GROUP2
Old_Church_Slavonic	1093263131	OV	GROUP3
Old_Church_Slavonic	7022147467	OV	GROUP4
Old_Church_Slavonic	4613178219	OV	GROUP1
Old_Church_Slavonic	9036276423	OV	GROUP2
Old_Church_Slavonic	5455263306	OV	GROUP3
Old_Church_Slavonic	1012673612	OV	GROUP4
Old_Church_Slavonic	9965379236	VO	GROUP1
Old_Church_Slavonic	8018536269	VO	GROUP2
Old_Church_Slavonic	5087985668	VO	GROUP3
Old_Church_Slavonic	326999304	VO	GROUP4
Old_Church_Slavonic	4932200726	VO	GROUP1
Old_Church_Slavonic	3901401544	VO	GROUP2
Old_Church_Slavonic	178060850	VO	GROUP3
Old_Church_Slavonic	6405433687	VO	GROUP4
Old_Church_Slavonic	520127864	VO	GROUP1
Old_Church_Slavonic	9520871396	VO	GROUP2
Old_Church_Slavonic	5348378406	VO	GROUP3
Old_Church_Slavonic	6385418183	VO	GROUP4
Old_Church_Slavonic	9893792743	VO	GROUP1
Persian	8410637578	OV	GROUP1
Persian	5136961867	OV	GROUP2
Persian	1791878826	OV	GROUP3
Persian	8322321601	OV	GROUP4
Persian	1653974778	OV	GROUP1
Persian	4952612521	OV	GROUP2
Persian	5492839842	OV	GROUP3
Persian	6820022821	OV	GROUP4
Persian	6618935250	OV	GROUP1
Persian	5515117109	OV	GROUP2
Persian	809465018	OV	GROUP3
Persian	4416525557	OV	GROUP4
Persian	9764598452	VO	GROUP1
Persian	3325739392	VO	GROUP2
Persian	5690146700	VO	GROUP3
Persian	7052714991	VO	GROUP4
Persian	8924635208	VO	GROUP1
Persian	1681609021	VO	GROUP2
Persian	5817779357	VO	GROUP3
Persian	3412580769	VO	GROUP4
Persian	5356606347	VO	GROUP1
Persian	8878095985	VO	GROUP2
Persian	4664293056	VO	GROUP3
Persian	637132345	VO	GROUP4
Polish	2245154024	OV	GROUP1
Polish	7806666806	OV	GROUP2
Polish	7468537635	OV	GROUP3
Polish	8482832695	OV	GROUP4
Polish	5227897076	OV	GROUP1
Polish	3922432604	OV	GROUP2
Polish	905619302	OV	GROUP3
Polish	5790044463	OV	GROUP4
Polish	2653238796	OV	GROUP1
Polish	1394826434	OV	GROUP2
Polish	5815877309	OV	GROUP3
Polish	9649884408	OV	GROUP4
Polish	7337863333	VO	GROUP1
Polish	7629492001	VO	GROUP2
Polish	497608523	VO	GROUP3
Polish	7492055730	VO	GROUP4
Polish	946586795	VO	GROUP1
Polish	7054110541	VO	GROUP2
Polish	9522525503	VO	GROUP3
Polish	7393754896	VO	GROUP4
Polish	1975819376	VO	GROUP1
Polish	6951943963	VO	GROUP2
Polish	6653763975	VO	GROUP3
Polish	960254315	VO	GROUP4
Portuguese	4227594057	OV	GROUP1
Portuguese	4572915610	OV	GROUP2
Portuguese	5510411925	OV	GROUP3
Portuguese	5008733344	OV	GROUP4
Portuguese	8587918798	OV	GROUP1
Portuguese	2092691919	OV	GROUP2
Portuguese	6325801317	OV	GROUP3
Portuguese	9692582901	OV	GROUP4
Portuguese	7912672472	OV	GROUP1
Portuguese	4188406256	OV	GROUP2
Portuguese	8189437894	OV	GROUP3
Portuguese	4696823250	OV	GROUP4
Portuguese	3972369	VO	GROUP1
Portuguese	2883132391	VO	GROUP2
Portuguese	2649926595	VO	GROUP3
Portuguese	1080018584	VO	GROUP4
Portuguese	5245130517	VO	GROUP1
Portuguese	5048948364	VO	GROUP2
Portuguese	1404584048	VO	GROUP3
Portuguese	1058558034	VO	GROUP4
Portuguese	2164044809	VO	GROUP1
Portuguese	3276647525	VO	GROUP2
Portuguese	9549591685	VO	GROUP3
Portuguese	6513022989	VO	GROUP4
Romanian	6732489007	OV	GROUP1
Romanian	4657720667	OV	GROUP2
Romanian	3026380184	OV	GROUP3
Romanian	4119230459	OV	GROUP4
Romanian	4087203860	OV	GROUP1
Romanian	6677228325	OV	GROUP2
Romanian	3991739652	OV	GROUP3
Romanian	8687365241	OV	GROUP4
Romanian	124175633	OV	GROUP1
Romanian	5882507407	OV	GROUP2
Romanian	542382060	OV	GROUP3
Romanian	4953637734	OV	GROUP4
Romanian	801587424	VO	GROUP1
Romanian	4598797318	VO	GROUP2
Romanian	576616091	VO	GROUP3
Romanian	5219289772	VO	GROUP4
Romanian	4731834696	VO	GROUP1
Romanian	9081209501	VO	GROUP2
Romanian	7265871322	VO	GROUP3
Romanian	3251976000	VO	GROUP4
Romanian	3635844330	VO	GROUP1
Romanian	8820061733	VO	GROUP2
Romanian	1951399202	VO	GROUP3
Romanian	6784975297	VO	GROUP4
Russian	122638680	OV	GROUP1
Russian	5751275373	OV	GROUP2
Russian	418953189	OV	GROUP3
Russian	5725392105	OV	GROUP4
Russian	2523823048	OV	GROUP1
Russian	751101750	OV	GROUP2
Russian	9241113429	OV	GROUP3
Russian	435800900	OV	GROUP4
Russian	2131524026	OV	GROUP1
Russian	7591950758	OV	GROUP2
Russian	1654461679	OV	GROUP3
Russian	1289860948	OV	GROUP4
Russian	305153601	VO	GROUP1
Russian	5457228368	VO	GROUP2
Russian	9999935444	VO	GROUP3
Russian	2669734743	VO	GROUP4
Russian	4974168950	VO	GROUP1
Russian	3645992655	VO	GROUP2
Russian	976985032	VO	GROUP3
Russian	4785375334	VO	GROUP4
Russian	3075533973	VO	GROUP1
Russian	3547604473	VO	GROUP2
Russian	1126867524	VO	GROUP3
Russian	2914421032	VO	GROUP4
Serbian	7392364811	OV	GROUP1
Serbian	3817427565	OV	GROUP2
Serbian	1084280849	OV	GROUP3
Serbian	9379253204	OV	GROUP4
Serbian	4963641804	OV	GROUP1
Serbian	5932497906	OV	GROUP2
Serbian	2447068480	OV	GROUP3
Serbian	5189403494	OV	GROUP4
Serbian	7803339000	OV	GROUP1
Serbian	70589956	OV	GROUP2
Serbian	4800985670	OV	GROUP3
Serbian	9948301601	OV	GROUP4
Serbian	2847192468	VO	GROUP1
Serbian	3762940978	VO	GROUP2
Serbian	1380264678	VO	GROUP3
Serbian	6095795902	VO	GROUP4
Serbian	2676221706	VO	GROUP1
Serbian	6819748568	VO	GROUP2
Serbian	491512484	VO	GROUP3
Serbian	2052256465	VO	GROUP4
Serbian	3077422057	VO	GROUP1
Serbian	9841626628	VO	GROUP2
Serbian	7242220656	VO	GROUP3
Serbian	8779005273	VO	GROUP4
Slovak	9383936989	OV	GROUP1
Slovak	6162929318	OV	GROUP2
Slovak	9639523416	OV	GROUP3
Slovak	7143867448	OV	GROUP4
Slovak	2297067531	OV	GROUP1
Slovak	8768895670	OV	GROUP2
Slovak	4764609675	OV	GROUP3
Slovak	3537237389	OV	GROUP4
Slovak	2597955304	OV	GROUP1
Slovak	2694480717	OV	GROUP2
Slovak	6136073645	OV	GROUP3
Slovak	8078672634	OV	GROUP4
Slovak	884365404	VO	GROUP1
Slovak	3820800245	VO	GROUP2
Slovak	996749053	VO	GROUP3
Slovak	9852185484	VO	GROUP4
Slovak	2304682388	VO	GROUP1
Slovak	7223255144	VO	GROUP2
Slovak	2176339944	VO	GROUP3
Slovak	2560993786	VO	GROUP4
Slovak	7284773621	VO	GROUP1
Slovak	4572185098	VO	GROUP2
Slovak	4036290974	VO	GROUP3
Slovak	8619746208	VO	GROUP4
Slovenian	2883694790	OV	GROUP1
Slovenian	2235410242	OV	GROUP2
Slovenian	7879820299	OV	GROUP3
Slovenian	8095886855	OV	GROUP4
Slovenian	1131642226	OV	GROUP1
Slovenian	3895563551	OV	GROUP2
Slovenian	3008242275	OV	GROUP3
Slovenian	2097146987	OV	GROUP4
Slovenian	5767532283	OV	GROUP1
Slovenian	9551304062	OV	GROUP2
Slovenian	5947007887	OV	GROUP3
Slovenian	6127724000	OV	GROUP4
Slovenian	8408023901	VO	GROUP1
Slovenian	5257534678	VO	GROUP2
Slovenian	3369697079	VO	GROUP3
Slovenian	3648087420	VO	GROUP4
Slovenian	1199263944	VO	GROUP1
Slovenian	5577568913	VO	GROUP2
Slovenian	8507305788	VO	GROUP3
Slovenian	5082521984	VO	GROUP4
Slovenian	25393398	VO	GROUP1
Slovenian	3916390204	VO	GROUP2
Slovenian	2030408771	VO	GROUP3
Slovenian	7797405506	VO	GROUP4
Spanish	9091773632	OV	GROUP1
Spanish	4950026213	OV	GROUP2
Spanish	5935993697	OV	GROUP3
Spanish	9676856852	OV	GROUP4
Spanish	832295194	OV	GROUP1
Spanish	3508122133	OV	GROUP2
Spanish	1416761622	OV	GROUP3
Spanish	4056691651	OV	GROUP4
Spanish	6663035347	OV	GROUP1
Spanish	2846351591	OV	GROUP2
Spanish	1470278488	OV	GROUP3
Spanish	7552240600	OV	GROUP4
Spanish	2649189903	OV	GROUP1
Spanish	6766058353	VO	GROUP1
Spanish	3586013530	VO	GROUP2
Spanish	8595169941	VO	GROUP3
Spanish	9567779505	VO	GROUP4
Spanish	8257404167	VO	GROUP1
Spanish	3734231508	VO	GROUP2
Spanish	1083174828	VO	GROUP3
Spanish	3765835068	VO	GROUP4
Spanish	3323510410	VO	GROUP1
Spanish	5936298575	VO	GROUP2
Spanish	1590548412	VO	GROUP3
Spanish	5956794139	VO	GROUP4
Swedish	1295359010	OV	GROUP1
Swedish	1715330247	OV	GROUP2
Swedish	5945751659	OV	GROUP3
Swedish	4683723101	OV	GROUP4
Swedish	608888554	OV	GROUP1
Swedish	2750481296	OV	GROUP2
Swedish	1858856591	OV	GROUP3
Swedish	4344227877	OV	GROUP4
Swedish	6721563583	OV	GROUP1
Swedish	513851515	OV	GROUP2
Swedish	8348397690	OV	GROUP3
Swedish	9936031859	OV	GROUP4
Swedish	5977698508	VO	GROUP1
Swedish	768870078	VO	GROUP2
Swedish	5300064062	VO	GROUP3
Swedish	6517500466	VO	GROUP4
Swedish	4662243300	VO	GROUP1
Swedish	6021767066	VO	GROUP2
Swedish	1415069738	VO	GROUP3
Swedish	8794742346	VO	GROUP4
Swedish	6382055435	VO	GROUP1
Swedish	7609961975	VO	GROUP2
Swedish	163094507	VO	GROUP3
Swedish	1572400545	VO	GROUP4
Tamil	680194126	OV	GROUP1
Tamil	9217670121	OV	GROUP2
Tamil	7531526971	OV	GROUP3
Tamil	452860202	OV	GROUP4
Tamil	4192998455	OV	GROUP1
Tamil	6213377853	OV	GROUP2
Tamil	770397392	OV	GROUP3
Tamil	4619391188	OV	GROUP4
Tamil	5995966197	OV	GROUP1
Tamil	4037091544	OV	GROUP2
Tamil	5111385924	OV	GROUP3
Tamil	4705499170	OV	GROUP4
Tamil	5309801900	VO	GROUP1
Tamil	1304036648	VO	GROUP2
Tamil	1931715706	VO	GROUP3
Tamil	1261619753	VO	GROUP4
Tamil	3390016856	VO	GROUP1
Tamil	8711707313	VO	GROUP2
Tamil	8907447880	VO	GROUP3
Tamil	5410921771	VO	GROUP4
Tamil	7915920490	VO	GROUP1
Tamil	3616167762	VO	GROUP2
Tamil	1257984541	VO	GROUP3
Tamil	7419515713	VO	GROUP4
Telugu	4887700711	OV	GROUP1
Telugu	7308909058	OV	GROUP2
Telugu	7522954743	OV	GROUP3
Telugu	9206270986	OV	GROUP4
Telugu	6134024528	OV	GROUP1
Telugu	7562793625	OV	GROUP2
Telugu	3069414913	OV	GROUP3
Telugu	3951998013	OV	GROUP4
Telugu	1637264593	OV	GROUP1
Telugu	3958802968	OV	GROUP2
Telugu	7760927400	OV	GROUP3
Telugu	6282735639	OV	GROUP4
Telugu	906481790	VO	GROUP1
Telugu	3545160889	VO	GROUP2
Telugu	783725394	VO	GROUP3
Telugu	3378222494	VO	GROUP4
Telugu	6994226783	VO	GROUP1
Telugu	6731391711	VO	GROUP2
Telugu	3729955782	VO	GROUP3
Telugu	4692482080	VO	GROUP4
Telugu	312478308	VO	GROUP1
Telugu	4947075102	VO	GROUP2
Telugu	6177579936	VO	GROUP3
Telugu	4228687975	VO	GROUP4
Turkish	7169910342	OV	GROUP1
Turkish	6350748724	OV	GROUP2
Turkish	8037512710	OV	GROUP3
Turkish	1035393965	OV	GROUP4
Turkish	528743179	OV	GROUP1
Turkish	5547033188	OV	GROUP2
Turkish	4730921969	OV	GROUP3
Turkish	1906949152	OV	GROUP4
Turkish	4164831056	OV	GROUP1
Turkish	589207540	OV	GROUP2
Turkish	5867104423	OV	GROUP3
Turkish	5355803168	OV	GROUP4
Turkish	6978544561	VO	GROUP1
Turkish	8151228474	VO	GROUP2
Turkish	6562935437	VO	GROUP3
Turkish	4031801034	VO	GROUP4
Turkish	8613841975	VO	GROUP1
Turkish	5440361935	VO	GROUP2
Turkish	8813750349	VO	GROUP3
Turkish	8611985990	VO	GROUP4
Turkish	5509643988	VO	GROUP1
Turkish	6739337824	VO	GROUP2
Turkish	6059188658	VO	GROUP3
Turkish	1347322337	VO	GROUP4
Ukrainian	359706732	OV	GROUP1
Ukrainian	6790846638	OV	GROUP2
Ukrainian	9861169709	OV	GROUP3
Ukrainian	1616976759	OV	GROUP4
Ukrainian	1454363798	OV	GROUP1
Ukrainian	7364747851	OV	GROUP2
Ukrainian	3955057044	OV	GROUP3
Ukrainian	802304132	OV	GROUP4
Ukrainian	4301405722	OV	GROUP1
Ukrainian	9474669880	OV	GROUP2
Ukrainian	4229910799	OV	GROUP3
Ukrainian	786065646	OV	GROUP4
Ukrainian	4549859727	VO	GROUP1
Ukrainian	2877562774	VO	GROUP2
Ukrainian	5680625075	VO	GROUP3
Ukrainian	7044768915	VO	GROUP4
Ukrainian	6387973586	VO	GROUP1
Ukrainian	9679007697	VO	GROUP2
Ukrainian	9210495005	VO	GROUP3
Ukrainian	1549783366	VO	GROUP4
Ukrainian	6991982342	VO	GROUP1
Ukrainian	6204132549	VO	GROUP2
Ukrainian	5562899522	VO	GROUP3
Ukrainian	6613099482	VO	GROUP4
Urdu	7577085397	OV	GROUP1
Urdu	9349044069	OV	GROUP2
Urdu	7141961520	OV	GROUP3
Urdu	5245756241	OV	GROUP4
Urdu	8194077103	OV	GROUP1
Urdu	9722132547	OV	GROUP2
Urdu	6465959954	OV	GROUP3
Urdu	3837218170	OV	GROUP4
Urdu	4939271411	OV	GROUP1
Urdu	527124779	OV	GROUP2
Urdu	2703496865	OV	GROUP3
Urdu	975738941	OV	GROUP4
Urdu	9898702740	VO	GROUP1
Urdu	8761231290	VO	GROUP2
Urdu	6816960821	VO	GROUP3
Urdu	1945516561	VO	GROUP4
Urdu	5145751057	VO	GROUP1
Urdu	3070740224	VO	GROUP2
Urdu	6860402264	VO	GROUP3
Urdu	5642304159	VO	GROUP4
Urdu	2371635802	VO	GROUP1
Urdu	3992706298	VO	GROUP2
Urdu	9026075601	VO	GROUP3
Urdu	3114164699	VO	GROUP4
Vietnamese	8604993053	OV	GROUP1
Vietnamese	4714058017	OV	GROUP2
Vietnamese	5453166827	OV	GROUP3
Vietnamese	6373146852	OV	GROUP4
Vietnamese	1505157260	OV	GROUP1
Vietnamese	9447049702	OV	GROUP2
Vietnamese	7364629567	OV	GROUP3
Vietnamese	9864186953	OV	GROUP4
Vietnamese	2653224689	OV	GROUP1
Vietnamese	3624577628	OV	GROUP2
Vietnamese	2356922538	OV	GROUP3
Vietnamese	7984581955	OV	GROUP4
Vietnamese	8470296477	VO	GROUP1
Vietnamese	519757474	VO	GROUP2
Vietnamese	2901261142	VO	GROUP3
Vietnamese	8521431725	VO	GROUP4
Vietnamese	7168481155	VO	GROUP1
Vietnamese	3402348407	VO	GROUP2
Vietnamese	3866869627	VO	GROUP3
Vietnamese	8929100471	VO	GROUP4
Vietnamese	1396979972	VO	GROUP1
Vietnamese	8453845018	VO	GROUP2
Vietnamese	2960745660	VO	GROUP3
Vietnamese	1171173532	VO	GROUP4
